name,sport,division,conference,nickname,nickname_plural,mascot,primary_color,secondary_color,logo_url,identity_source,identity_notes,conference_champion_2025,conference_champion_name,conference_champion_source,academic_rating,soccer_score
"St Mary's College of Maryland",womens-soccer,"NCAA D3","United East Conference",Seahawks,1,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/St_mary_college_md_logo_motto.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Mary's College of Maryland",,,,,8.2,47.27
"St Olaf College",womens-soccer,"NCAA D3","Minnesota Intercollegiate Athletic Conference","""Oles""",1,"St. Olaf Lion, ""Ole""",,,https://upload.wikimedia.org/wikipedia/commons/7/70/St_olaf_college_minn_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Olaf College",,,,,,50.07
"St. Bonaventure",womens-soccer,"NCAA D1","Atlantic 10",Bonnies,1,"The Bona Wolf",,,,"wikipedia:St. Bonaventure University",,,,,6.2,61.44
"St. Catherine University",womens-soccer,"NCAA D3","Minnesota Intercollegiate Athletic Conference",Wildcats,1,"A Wildcat",#5C307F,#EBB91A,https://upload.wikimedia.org/wikipedia/commons/a/a3/St_catherine_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Catherine University",,,,,,53.11
"St. Cloud State",womens-soccer,"NCAA D2","Northern Sun Intercollegiate Conference",Huskies,1,"Blizzard T. Husky",#CD1041,#000000,https://upload.wikimedia.org/wikipedia/commons/4/46/St._Cloud_State_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Cloud State University",,,,,5.3,65.64
"St. Edward's",womens-soccer,"NCAA D2","Lone Star Conference",Hilltoppers,1,"Mountain goat",,,https://upload.wikimedia.org/wikipedia/en/5/5f/St_Edwards_University_Written_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Edward's University",,,,,,55.89
"St. John's",womens-soccer,"NCAA D1","Big East","Red Storm",0,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/StJohns_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. John's University (New York City)",,,,,7.8,73.22
"St. Joseph's University (Brooklyn)",womens-soccer,"NCAA D3","Skyline Conference",Bears,1,"Brooklyn - Vandy / Long Island - Hot Wyngz",#04245c,#f7ba2a,https://upload.wikimedia.org/wikipedia/commons/b/b1/St_joseph_univ_ny_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Joseph's University, New York",,,,,,28.14
"St. Joseph's University (Long Island)",womens-soccer,"NCAA D3","Skyline Conference","Golden Eagles",1,"Brooklyn - Vandy / Long Island - Hot Wyngz",#04245c,#f7ba2a,https://upload.wikimedia.org/wikipedia/commons/b/b1/St_joseph_univ_ny_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Joseph's University, New York",,1,Skyline,agent-research:2025-womens-soccer,,47.65
"St. Mary's (TX)",womens-soccer,"NCAA D2","Lone Star Conference",Rattlers,1,"Rattler Man",#F2BF49,#003366,,"wikipedia:St. Mary's University, Texas",,,,,6.8,60.71
"St. Thomas",womens-soccer,"NCAA D1",Summit,Tommies,1,"Tommie the Tomcat",#663399,#999999,https://upload.wikimedia.org/wikipedia/en/5/52/University_of_St._Thomas-Minnesota_Academic_Wordmark.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of St. Thomas (Minnesota)",,,,,7.5,64.12
"St. Thomas Aquinas",womens-soccer,"NCAA D2","East Coast Conference",,,Spartans,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/St_thomas_aquinas_college_logotext.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Thomas Aquinas College",,,,,5.4,43.93
"St. Thomas University (Florida)",womens-soccer,NAIA,"Sun Conference",Bobcats,1,,#862633,#002855,https://upload.wikimedia.org/wikipedia/commons/b/b3/STU_Logo_Main.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Thomas University (Florida)",,,,,,53.34
Stanford,womens-soccer,"NCAA D1",ACC,Cardinal,0,"Stanford Tree (unofficial)",#8C1515,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Stanford_wordmark_%282012%29.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stanford University",,1,ACC,"wikipedia:2025 NCAA Division I women's soccer tournament",10.0,99.79
"Stanton University",womens-soccer,NAIA,"California Pacific Conference",,,,,,,,"No usable Wikipedia infobox found for this name",,,,,46.63
"Staten Island",womens-soccer,"NCAA D2","East Coast Conference",Dolphins,1,"Danny the Dolphin",#79BDE8,#6A737B,https://upload.wikimedia.org/wikipedia/commons/e/e1/Staten_island_college_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:College of Staten Island",,,,,5.3,44.35
"Stephen F. Austin",womens-soccer,"NCAA D1",Southland,Lumberjacks,1,Lumberjack,,,https://upload.wikimedia.org/wikipedia/en/6/6d/Stephen_F_Austin_State_University_2024_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stephen F. Austin State University",,,,,,68.24
"Stephens College",womens-soccer,NAIA,"American Midwest Conference",Stars,1,,#932c2f,#ffc425,https://upload.wikimedia.org/wikipedia/en/9/9b/Stephens_College_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stephens College",,,,,,39.89
"Sterling College (Kansas)",womens-soccer,NAIA,"Kansas Collegiate Athletic Conference",Warriors,1,,,,https://upload.wikimedia.org/wikipedia/en/4/40/Sterling_College_%28Kansas%29_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Sterling College (Kansas)",,,,,5.6,35.4
Stetson,womens-soccer,"NCAA D1",ASUN,Hatters,1,"John B.",#3D8E33,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/9/96/Stetson_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stetson University",,,,,6.0,64.85
"Stevens Institute of Technology",womens-soccer,"NCAA D3","Middle Atlantic Conference (Freedom)",Ducks,1,"Attila the Duck",#A32638,#7F7F7F,https://upload.wikimedia.org/wikipedia/en/5/52/Stevens_Institute_of_Technology_Logo_2022.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stevens Institute of Technology",,1,"MAC Freedom",agent-research:2025-womens-soccer,,45.98
"Stevenson University",womens-soccer,"NCAA D3","Middle Atlantic Conference (Commonwealth)",Mustangs,1,,#15472A,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/2/2d/Stevenson_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stevenson University",,,,,6.5,37.75
"Stockton University",womens-soccer,"NCAA D3","New Jersey Athletic Conference",Ospreys,1,"Talon the Osprey",#000000,#ffffff,https://upload.wikimedia.org/wikipedia/commons/2/2b/Stockton_univ_wmark.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stockton University",,,,,6.5,42.8
Stonehill,womens-soccer,"NCAA D1",NEC,Skyhawks,1,"""Ace"" the Skyhawk",#4F2684,#FFFFFF,https://upload.wikimedia.org/wikipedia/en/4/42/Stonehill_College_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stonehill College",,,,,5.3,63.46
"Stony Brook",womens-soccer,"NCAA D1",CAA,Seawolves,1,"Wolfie the Seawolf",#990000,,https://upload.wikimedia.org/wikipedia/commons/6/63/Stony_Brook_U_logo_horizontal.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Stony Brook University",,,,,7.5,76.25
"Suffolk University",womens-soccer,"NCAA D3","Conference of New England",Rams,1,"Hiram (Rammy) the Ram",#142f53,#c6a141,https://upload.wikimedia.org/wikipedia/commons/5/5f/Suffolk_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Suffolk University",,,,,6.5,42.27
"Sul Ross State",womens-soccer,"NCAA D2","Lone Star Conference",Lobos,1,Sully,#BC0107,#5C5C5C,https://upload.wikimedia.org/wikipedia/commons/6/6a/Sul_Ross_State_University_wordmark.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Sul Ross State University",,,,,5.3,42.36
"Susquehanna University",womens-soccer,"NCAA D3","Landmark Conference","River Hawks",1,"Benny the Hawk",#FF6A14,#651C32,,"wikipedia:Susquehanna University",,,,,8.0,39.95
"Swarthmore College",womens-soccer,"NCAA D3","Centennial Conference","The Garnet",0,"Phineas the Phoenix",,,https://upload.wikimedia.org/wikipedia/en/c/cb/Formal_Logo_of_Swarthmore_College%2C_Swarthmore%2C_PA%2C_USA.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Swarthmore College",,,,,10.0,49.61
"Sweet Briar College",womens-soccer,"NCAA D3","Old Dominion Athletic Conference",Vixens,1,,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Sweet_briar_college_pinktext.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Sweet Briar College",,,,,,31.48
Syracuse,womens-soccer,"NCAA D1",ACC,Orange,0,"Otto the Orange",#F76900,,https://upload.wikimedia.org/wikipedia/commons/4/44/Syracuse_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Syracuse University",,,,,8.5,72.01
TCU,womens-soccer,"NCAA D1","Big 12","Horned Frogs",1,"Horned Frog",,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Texas_Christian_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas Christian University",,,,,,94.22
"Tabor College",womens-soccer,NAIA,"Kansas Collegiate Athletic Conference",Bluejays,1,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Tabor_college_ks_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Tabor College (Kansas)",,,,,5.6,50.03
"Talladega College",womens-soccer,NAIA,"HBCU Athletic Conference",Tornadoes,1,"Dear Ole' Dega, Dega, TC",#aa0534,#72cdf4,,"wikipedia:Talladega College",,1,HBCUAC,agent-research:2025-womens-soccer,,48.7
Tampa,womens-soccer,"NCAA D2","Sunshine State Conference",Spartans,1,Spartacus,,,https://upload.wikimedia.org/wikipedia/en/e/ef/UT_logo_notag_small_web.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Tampa",,,,,7.8,54.7
"Tarleton State",womens-soccer,"NCAA D1",UAC,Texans,1,,#4F2D7F,#FFFFFF,https://upload.wikimedia.org/wikipedia/en/e/e2/Tarleton_State_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Tarleton State University",,,,,,66.01
"Taylor University",womens-soccer,NAIA,"Crossroads League",Trojans,1,,#522d72,,https://upload.wikimedia.org/wikipedia/commons/2/27/Taylor_univ_full_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Taylor University",,,,,7.8,55.91
Temple,womens-soccer,"NCAA D1",American,Owls,1,,#A41E35,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/3/39/Temple_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Temple University",,,,,7.0,62.37
Tennessee,womens-soccer,"NCAA D1",SEC,Volunteers,1,"Smokey XI",#FF8200,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/5/5f/UT_Knoxville_logo_left.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Tennessee",,,,,,86.38
"Tennessee Tech",womens-soccer,"NCAA D1",Southern,"Golden Eagles",1,"Awesome Eagle",#4F2984,#FFDD00,https://upload.wikimedia.org/wikipedia/en/c/c8/Tennessee_Technological_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Tennessee Technological University",,1,"Ohio Valley","wikipedia:2025 NCAA Division I women's soccer tournament",,71.6
"Tennessee Wesleyan University",womens-soccer,NAIA,"Appalachian Athletic Conference",Bulldogs,1,,,,https://upload.wikimedia.org/wikipedia/commons/0/06/Tennessee_wesleyan_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Tennessee Wesleyan University",,1,Appalachian,agent-research:2025-womens-soccer,,62.27
Texas,womens-soccer,"NCAA D1",SEC,Longhorns,1,"Bevo / Hook 'em",,,https://upload.wikimedia.org/wikipedia/commons/7/77/University_of_Texas_at_Austin_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Texas at Austin",,,,,,87.28
"Texas A&M",womens-soccer,"NCAA D1",SEC,Aggies,1,"Reveille X",,,https://upload.wikimedia.org/wikipedia/commons/7/7c/Texas_A%26M_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas A&M University",,,,,,78.97
"Texas A&M International",womens-soccer,"NCAA D2","Lone Star Conference",Dustdevils,1,"Dusty the Dustdevil",#61162d,#cccccc,https://upload.wikimedia.org/wikipedia/commons/6/6c/Texas_A%26M_International_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas A&M International University",,,,,5.4,52.16
"Texas A&M University-San Antonio",womens-soccer,NAIA,"Red River Athletic Conference",Jaguars,1,"General the Jaguar",#8e9191,#702e3d,https://upload.wikimedia.org/wikipedia/en/f/f6/Texas_A%26M_University_San_Antonio_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas A&M University–San Antonio",,,,,,46.0
"Texas A&M University-Texarkana",womens-soccer,NAIA,"Red River Athletic Conference",Eagles,1,,#7A303F,#011E41,https://upload.wikimedia.org/wikipedia/commons/e/ed/Texas_A%26M_University%E2%80%93Texarkana_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas A&M University–Texarkana",,,,,,60.0
"Texas A&M University-Victoria",womens-soccer,NAIA,"Red River Athletic Conference",Jaguars,1,,#e81c18,#ad8b3a,https://upload.wikimedia.org/wikipedia/en/5/59/Texas_A%26M_University-Victoria_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas A&M University–Victoria",,,,,,50.39
"Texas A&M-Corpus Christi",womens-soccer,"NCAA D1",Southland,Islanders,1,"Izzy the Islander",#0067C5,#007F3E,https://upload.wikimedia.org/wikipedia/en/e/e1/Texas_A%26M%E2%80%93Corpus_Christi_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas A&M University–Corpus Christi",,,,,,67.44
"Texas College",womens-soccer,NAIA,"Red River Athletic Conference",Steers,1,Steers,#4a1e59,#ffa32a,,"wikipedia:Texas College",,,,,,35.58
"Texas Lutheran University",womens-soccer,"NCAA D3","Southern Collegiate Athletic Conference",Bulldogs,1,"Lucky the Bulldog",#000000,#FFBA00,https://upload.wikimedia.org/wikipedia/en/2/28/Texas_Lutheran_University.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas Lutheran University",,,,,8.0,48.22
"Texas Southern",womens-soccer,"NCAA D1",SWAC,Tigers,1,Tiger,,,https://upload.wikimedia.org/wikipedia/commons/7/7e/Texas_Southern_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas Southern University",,,,,,66.65
"Texas State",womens-soccer,"NCAA D1",Pac-12,Bobcats,1,"Boko the Bobcat",,,,"wikipedia:Texas State University",,1,"Sun Belt","wikipedia:2025 NCAA Division I women's soccer tournament",,76.32
"Texas Tech",womens-soccer,"NCAA D1","Big 12","Red Raiders",1,"Masked Rider / Raider Red",,,https://upload.wikimedia.org/wikipedia/commons/8/8c/Texas_Tech_New_Logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas Tech University",,,,,,93.87
"Texas Wesleyan University",womens-soccer,NAIA,"Sooner Athletic Conference",Rams,1,"Willie and Wilma the Rams",#002867,#ffd204,,"wikipedia:Texas Wesleyan University",,,,,,41.33
"Texas Woman's",womens-soccer,"NCAA D2","Lone Star Conference",Pioneers,1,"Oakley, the Barn Owl",,,https://upload.wikimedia.org/wikipedia/commons/c/c5/Texas_woman_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Texas Woman's University",,,,,,63.69
"The Citadel",womens-soccer,"NCAA D1",Southern,Bulldogs,1,"Spike / Live Mascots: General 3 (affectionately known as G3)",,,https://upload.wikimedia.org/wikipedia/en/4/4f/TheCitadellogo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:The Citadel",,,,,,66.15
"The College of New Jersey",womens-soccer,"NCAA D3","New Jersey Athletic Conference","TCNJ Lions",1,"Roscoe the Lion",#293F6F,#A67A00,https://upload.wikimedia.org/wikipedia/en/3/38/College_njersey_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:The College of New Jersey",,,,,,52.84
"The College of St. Scholastica",womens-soccer,"NCAA D3","Minnesota Intercollegiate Athletic Conference",Saints,1,"Storm the Saint Bernard",#2650A4,#F4BD49,https://upload.wikimedia.org/wikipedia/commons/9/98/College_st_scholastica_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:College of St. Scholastica",,,,,6.5,28.62
"The College of Wooster",womens-soccer,"NCAA D3","North Coast Athletic Conference","Fighting Scots",1,"Scottie Dog",,,https://upload.wikimedia.org/wikipedia/commons/3/38/WOOSTER_primary_3c.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:College of Wooster",,,,,8.5,49.0
"The Evergreen State College",womens-soccer,NAIA,"Cascade Collegiate Conference",Geoduck,0,"Speedy the Geoduck",#006837,,https://upload.wikimedia.org/wikipedia/en/7/7d/Evergreen_PRI_RGB.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Evergreen State College",,,,,,35.59
"The Master's University",womens-soccer,NAIA,"Great Southwest Athletic Conference",Mustangs,1,"Monty the Mustang",#0d223f,#daaa00,,"wikipedia:The Master's University",,1,GSAC,agent-research:2025-womens-soccer,,55.85
"The Sage Colleges",womens-soccer,"NCAA D3","Empire 8",Gators,1,,,,,"wikipedia:The Sage Colleges",,,,,,39.74
"Thiel College",womens-soccer,"NCAA D3","Presidents' Athletic Conference",Tomcats,1,"Tommy Tomcat",#00183D,#B7954B,https://upload.wikimedia.org/wikipedia/commons/4/4e/Thiel_College_Wordmark_%28Oct._%2718%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Thiel College",,,,,,28.84
